phenotypes,gene,chromosome,start,end,minP,T2D:pValue,T2D:zStat,T2D:nParam,T2D:subjects,chiSquared
["T2D"],"SOCS2","12",93963590,93977263,5.554990203330352e-8,5.554990203330352e-8,5.307564325026699,,1005345,5.5549902033303476e-8
["T2D"],"PSPH","7",56078744,56119297,5.589212265570944e-8,5.589212265570944e-8,5.306444385696504,,990169,5.589212265570946e-8
["T2D"],"ZNF140","12",133657060,133684112,5.749579200671071e-8,5.749579200671071e-8,5.3012831417678425,,857806,5.7495792006710646e-8
["T2D"],"STK33","11",8413415,8615836,5.8674857971299263e-8,5.8674857971299263e-8,5.297576547823613,,1043893,5.8674857971299316e-8
["T2D"],"C6orf47","6",31626075,31628555,5.971703628498487e-8,5.971703628498487e-8,5.294359806499893,,867972,5.971703628498486e-8
["T2D"],"CASR","3",121902515,122010476,6.072355877568338e-8,6.072355877568338e-8,5.29130427279031,,1164094,6.072355877568335e-8
["T2D"],"SEC24C","10",75504130,75531919,6.10788871255506e-8,6.10788871255506e-8,5.2902372829835285,,989116,6.107888712555059e-8
["T2D"],"TMEM258","11",61535973,61560274,6.21057849405081e-8,6.21057849405081e-8,5.2871871100261245,,968454,6.210578494050822e-8
["T2D"],"ZNF713","7",55955149,56010223,6.444250791099631e-8,6.444250791099631e-8,5.280424372662358,,949325,6.444250791099626e-8
["T2D"],"LUC7L","16",238968,279462,6.475023496042588e-8,6.475023496042588e-8,5.27955151138238,,802074,6.475023496042601e-8
["T2D"],"RCN2","15",77224079,77246734,6.597616869081533e-8,6.597616869081533e-8,5.276113560327688,,807774,6.597616869081524e-8
["T2D"],"PCGF3","4",699537,763877,6.714442872076196e-8,6.714442872076196e-8,5.272894376241644,,959452,6.714442872076208e-8
["T2D"],"IRF2BP1","19",46386866,46389399,6.813473219142578e-8,6.813473219142578e-8,5.270207709568222,,1075952,6.813473219142576e-8
["T2D"],"VAT1","17",41166624,41177140,6.866500659677633e-8,6.866500659677633e-8,5.2687845778760645,,947553,6.866500659677637e-8
["T2D"],"MYO15A","17",18012070,18083116,6.956706576556439e-8,6.956706576556439e-8,5.2663879113315355,,998366,6.95670657655645e-8
["T2D"],"RBMS1","2",161128662,161350318,7.030074379723578e-8,7.030074379723578e-8,5.264460678234442,,994547,7.030074379723569e-8
["T2D"],"MED1","17",37560538,37607525,7.062115322640756e-8,7.062115322640756e-8,5.26362511948431,,943276,7.062115322640756e-8
["T2D"],"EP300","22",41488596,41576081,7.293543269965156e-8,7.293543269965156e-8,5.257696663436353,,894107,7.293543269965152e-8
["T2D"],"SLBP","4",1694458,1714071,7.72123075640758e-8,7.72123075640758e-8,5.247204311040767,,1011308,7.72123075640758e-8
["T2D"],"LSM2","6",31765173,31774743,7.74888183264171e-8,7.74888183264171e-8,5.246545441714932,,821716,7.748881832641725e-8
["T2D"],"JMJD7","15",42120290,42129779,7.943050424428062e-8,7.943050424428062e-8,5.241981839959916,,1092322,7.943050424428062e-8
["T2D"],"PCSK1N","X",48689506,48694012,8.420189214482471e-8,8.420189214482471e-8,5.231210308330343,,407804,8.420189214482467e-8
["T2D"],"SPATA18","4",52917470,52963465,8.66128491167572e-8,8.66128491167572e-8,5.225990025027258,,1044514,8.661284911675722e-8
["T2D"],"SCD5","4",83550692,83719949,8.835019727150627e-8,8.835019727150627e-8,5.222314643717665,,1135234,8.835019727150615e-8
["T2D"],"SIX5","19",46268043,46272510,8.86862695605687e-8,8.86862695605687e-8,5.221611751518564,,943535,8.868626956056865e-8
["T2D"],"RNASEH2C","11",65481476,65488289,9.012995380027324e-8,9.012995380027324e-8,5.218621298736223,,1015446,9.012995380027336e-8
["T2D"],"MXD3","5",176728462,176739758,9.129051618127906e-8,9.129051618127906e-8,5.2162506925000365,,967921,9.129051618127904e-8
["T2D"],"ZBTB9","6",33421747,33425321,9.706613275394207e-8,9.706613275394207e-8,5.204870186126654,,742530,9.706613275394205e-8
["T2D"],"FGD5","3",14852360,14976078,9.96490565454067e-8,9.96490565454067e-8,5.199991059069124,,1124111,9.964905654540666e-8
["T2D"],"TESK2","1",45809555,45956835,1.0308334228890788e-7,1.0308334228890788e-7,5.19368967801268,,893694,1.0308334228890784e-7
["T2D"],"SEMA6C","1",151104161,151119107,1.0510460326667701e-7,1.0510460326667701e-7,5.190075165662924,,921721,1.0510460326667687e-7
["T2D"],"MAN2C1","15",75647548,75660953,1.0538471776925423e-7,1.0538471776925423e-7,5.189579560188544,,657953,1.0538471776925434e-7
["T2D"],"RAPSN","11",47459315,47470695,1.0550876036700157e-7,1.0550876036700157e-7,5.189360498679537,,1121147,1.0550876036700173e-7
["T2D"],"BTRC","10",103113790,103317078,1.0579928679973508e-7,1.0579928679973508e-7,5.188848396211544,,1062102,1.0579928679973493e-7
["T2D"],"ITGA1","5",52083750,52255039,1.0756727006458066e-7,1.0756727006458066e-7,5.185761018028274,,1133610,1.0756727006458061e-7
["T2D"],"EGFL8","6",32132372,32136058,1.083373563089462e-7,1.083373563089462e-7,5.184431541841329,,818968,1.0833735630894621e-7
["T2D"],"KBTBD4","11",47593749,47600528,1.0977127535546528e-7,1.0977127535546528e-7,5.1819801786329105,,819395,1.0977127535546521e-7
["T2D"],"GBAS","7",56019486,56067874,1.1229797236215835e-7,1.1229797236215835e-7,5.177735000331975,,995173,1.1229797236215841e-7
["T2D"],"EXOC6","10",94586588,94819250,1.1334637233850686e-7,1.1334637233850686e-7,5.176000585672425,,936958,1.1334637233850695e-7
["T2D"],"DNAH8","6",38683087,38998568,1.1471572800464331e-7,1.1471572800464331e-7,5.173758398587631,,1108095,1.1471572800464329e-7
["T2D"],"EVA1B","1",36787631,36789755,1.1733126671664333e-7,1.1733126671664333e-7,5.169546666482361,,716506,1.173312667166433e-7
["T2D"],"ZNF19","16",71498458,71598992,1.1767963597014502e-7,1.1767963597014502e-7,5.1689925556126575,,912778,1.1767963597014504e-7
["T2D"],"SETD5","3",9439299,9520924,1.1799319578046969e-7,1.1799319578046969e-7,5.168495165634388,,783040,1.1799319578046975e-7
["T2D"],"L3MBTL2","22",41601286,41627275,1.1848437257400849e-7,1.1848437257400849e-7,5.16771858862922,,1224598,1.1848437257400853e-7
["T2D"],"CCDC117","22",29168662,29185289,1.1920466645093381e-7,1.1920466645093381e-7,5.166585371725799,,1014017,1.1920466645093389e-7
["T2D"],"SUMO2","17",73161681,73179054,1.2215281626706945e-7,1.2215281626706945e-7,5.162015058316743,,795289,1.2215281626706948e-7
["T2D"],"MMS19","10",99218081,99258551,1.2235585793371758e-7,1.2235585793371758e-7,5.161704231287705,,886442,1.2235585793371756e-7
["T2D"],"FAM212B","1",112223252,112298446,1.2301119917425386e-7,1.2301119917425386e-7,5.160704388604591,,1067120,1.2301119917425384e-7
["T2D"],"PTGFRN","1",117452538,117532975,1.2342997701164896e-7,1.2342997701164896e-7,5.160068157833172,,1149997,1.234299770116491e-7
["T2D"],"PXK","3",58318607,58411854,1.2385179987875306e-7,1.2385179987875306e-7,5.159429405519073,,1200146,1.2385179987875306e-7
["T2D"],"CHFR","12",133398773,133532890,1.257255524797903e-7,1.257255524797903e-7,5.156617211629465,,1063432,1.2572555247979044e-7
["T2D"],"IGF1R","15",99191768,99507759,1.3043955306152687e-7,1.3043955306152687e-7,5.149717489875214,,967232,1.3043955306152682e-7
["T2D"],"KCNJ2","17",68164814,68176185,1.3212340312230124e-7,1.3212340312230124e-7,5.147311155553874,,943615,1.321234031223013e-7
["T2D"],"SNUPN","15",75890424,75918810,1.3297136238087148e-7,1.3297136238087148e-7,5.146110557182358,,879116,1.3297136238087146e-7
["T2D"],"TMEM129","4",1717679,1723085,1.3297405253878346e-7,1.3297405253878346e-7,5.146106760054199,,1175521,1.3297405253878348e-7
["T2D"],"DIP2B","12",50898768,51142440,1.3395931841603207e-7,1.3395931841603207e-7,5.144721033937041,,959538,1.33959318416032e-7
["T2D"],"EZH1","17",40852293,40897067,1.4013905738346272e-7,1.4013905738346272e-7,5.13624775252601,,762854,1.401390573834627e-7
["T2D"],"NPC1","18",21086148,21166470,1.410944254306556e-7,1.410944254306556e-7,5.134970122007931,,902243,1.4109442543065573e-7
["T2D"],"PGAP3","17",37827375,37853050,1.5276179895277764e-7,1.5276179895277764e-7,5.120007443081016,,1259695,1.527617989527777e-7
["T2D"],"AGAP5","10",75434045,75457867,1.5290926173099436e-7,1.5290926173099436e-7,5.119825485055246,,690379,1.5290926173099452e-7
["T2D"],"ARID5B","10",63661443,63856703,1.539212681218051e-7,1.539212681218051e-7,5.118581297295225,,973713,1.5392126812180512e-7
["T2D"],"RABGAP1","9",125703112,125867145,1.5431275612565022e-7,1.5431275612565022e-7,5.118102109056547,,891740,1.5431275612565038e-7
["T2D"],"MTMR3","22",30279158,30426857,1.55991008063183e-7,1.55991008063183e-7,5.1160611119897474,,1064505,1.5599100806318306e-7
["T2D"],"GRIPAP1","X",48830131,48858676,1.560083072286545e-7,1.560083072286545e-7,5.116040184295747,,287649,1.5600830722865448e-7
["T2D"],"KL","13",33590561,33640280,1.5868813100417934e-7,1.5868813100417934e-7,5.112825019559552,,1237156,1.586881310041794e-7
["T2D"],"ALDOA","16",30075485,30081778,1.606760732036508e-7,1.606760732036508e-7,5.1104736412806835,,750185,1.606760732036507e-7
["T2D"],"NT5C","17",73126320,73127852,1.6109520917516236e-7,1.6109520917516236e-7,5.109981465501671,,1101136,1.6109520917516222e-7
["T2D"],"NDUFS4","5",52856463,52979168,1.6733485482964557e-7,1.6733485482964557e-7,5.102797128289354,,1155221,1.673348548296455e-7
["T2D"],"SLC9B2","4",103941025,104006986,1.7900115073003426e-7,1.7900115073003426e-7,5.090032419935754,,753907,1.7900115073003432e-7
["T2D"],"PURG","8",30853318,30891231,1.8426100392010978e-7,1.8426100392010978e-7,5.084537988194799,,926373,1.8426100392010992e-7
["T2D"],"MAGEH1","X",55478560,55479999,1.8624750836726685e-7,1.8624750836726685e-7,5.082502189001286,,595781,1.8624750836726706e-7
["T2D"],"EYA2","20",45523263,45817492,1.8699744221310037e-7,1.8699744221310037e-7,5.081739090234884,,1063670,1.869974422131005e-7
["T2D"],"ZBTB6","9",125670335,125675602,1.9388535859714586e-7,1.9388535859714586e-7,5.074865241018846,,943098,1.9388535859714578e-7
["T2D"],"C17orf58","17",65987215,65992585,1.9530486210435291e-7,1.9530486210435291e-7,5.073477965330263,,870041,1.953048621043531e-7
["T2D"],"SAXO1","9",18858904,19049356,1.9881089569861113e-7,1.9881089569861113e-7,5.0700927923617485,,1083346,1.988108956986113e-7
["T2D"],"CHADL","22",41625514,41636935,1.999585690173761e-7,1.999585690173761e-7,5.0689971874581765,,1076756,1.999585690173761e-7
["T2D"],"SMCO4","11",93211638,93276674,2.0386033733864965e-7,2.0386033733864965e-7,5.0653172890079965,,1137834,2.0386033733864984e-7
["T2D"],"LKAAEAR1","20",62714729,62715751,2.0447190421123157e-7,2.0447190421123157e-7,5.064746667336572,,1238270,2.0447190421123178e-7
["T2D"],"OVOL1","11",65554534,65564685,2.0553373617922258e-7,2.0553373617922258e-7,5.063759826844497,,1030696,2.055337361792227e-7
["T2D"],"DDAH2","6",31694815,31698394,2.1778185964536812e-7,2.1778185964536812e-7,5.052719334050968,,821171,2.1778185964536817e-7
["T2D"],"TRAP1","16",3701640,3767554,2.2156818912000394e-7,2.2156818912000394e-7,5.049427367972423,,914326,2.2156818912000386e-7
["T2D"],"MMACHC","1",45965972,45979054,2.2555233028400442e-7,2.2555233028400442e-7,5.046021503113802,,928242,2.2555233028400434e-7
["T2D"],"SLC39A4","8",145635126,145642228,2.2567320525695807e-7,2.2567320525695807e-7,5.0459190820091715,,796641,2.2567320525695813e-7
["T2D"],"SLC35C1","11",45825623,45834567,2.2795684136635783e-7,2.2795684136635783e-7,5.043993965825605,,1115400,2.2795684136635778e-7
["T2D"],"POLR2J","7",102113575,102119369,2.3090447483490324e-7,2.3090447483490324e-7,5.04153641600106,,804246,2.3090447483490347e-7
["T2D"],"SAYSD1","6",39071839,39082969,2.4323909547319114e-7,2.4323909547319114e-7,5.031570484146056,,889065,2.432390954731911e-7
["T2D"],"KDM5A","12",389223,498486,2.449273001744404e-7,2.449273001744404e-7,5.030244563416667,,961124,2.449273001744403e-7
["T2D"],"CAMLG","5",134074185,134087847,2.4533550882634206e-7,2.4533550882634206e-7,5.029925278623276,,744396,2.45335508826342e-7
["T2D"],"PAX4","7",127250346,127258196,2.5783065435275467e-7,2.5783065435275467e-7,5.020392024810773,,888413,2.5783065435275493e-7
["T2D"],"GIGYF2","2",233562009,233725315,2.624717600972665e-7,2.624717600972665e-7,5.016964173211312,,1026077,2.624717600972668e-7
["T2D"],"MIER3","5",56215429,56267502,2.6310812871388934e-7,2.6310812871388934e-7,5.016498724015327,,1125442,2.631081287138893e-7
["T2D"],"NOP58","2",203130459,203168384,2.637232619802397e-7,2.637232619802397e-7,5.016049837305454,,1035410,2.637232619802399e-7
["T2D"],"MAP3K1","5",56111376,56191979,2.734947030274159e-7,2.734947030274159e-7,5.009051484837024,,1013535,2.73494703027416e-7
["T2D"],"AXIN1","16",337440,402723,2.754187547104831e-7,2.754187547104831e-7,5.007701925701692,,884966,2.7541875471048313e-7
["T2D"],"HLA-DRB1","6",32545679,32557625,2.7736804111125406e-7,2.7736804111125406e-7,5.006343904394954,,483061,2.7736804111125406e-7
["T2D"],"KNSTRN","15",40674922,40686489,2.81959424351891e-7,2.81959424351891e-7,5.003181212833122,,1075523,2.8195942435189083e-7
["T2D"],"ARVCF","22",19957419,20004346,2.8264219557625405e-7,2.8264219557625405e-7,5.002715144228859,,949061,2.826421955762539e-7
["T2D"],"ZBTB26","9",125677845,125693791,2.86001228553653e-7,2.86001228553653e-7,5.000437914203828,,975289,2.8600122855365287e-7
["T2D"],"RC3H2","9",125606835,125667638,2.884051238590663e-7,2.884051238590663e-7,4.998823986691888,,876852,2.8840512385906607e-7
["T2D"],"GYLTL1B","11",45943172,45950647,2.9494758660055764e-7,2.9494758660055764e-7,4.994496316785976,,990724,2.949475866005579e-7
["T2D"],"SPDYE6","7",101986186,101996889,2.951195349143911e-7,2.951195349143911e-7,4.994383829779598,,740074,2.9511953491439114e-7
["T2D"],"NAP1L4","11",2965661,3013607,2.958497596401745e-7,2.958497596401745e-7,4.993906826265818,,1106674,2.958497596401743e-7
["T2D"],"YJEFN3","19",19639670,19648390,3.017975400653673e-7,3.017975400653673e-7,4.990063305498164,,962225,3.0179754006536753e-7
["T2D"],"TP53","17",7565097,7590856,3.109736628806174e-7,3.109736628806174e-7,4.984274498433257,,971574,3.1097366288061757e-7
["T2D"],"ABHD16A","6",31654732,31671133,3.109739590377997e-7,3.109739590377997e-7,4.984274314271592,,869458,3.1097395903779964e-7
["T2D"],"SAMM50","22",44351322,44406411,3.173287615910688e-7,3.173287615910688e-7,4.980361063664419,,1217707,3.1732876159106896e-7
["T2D"],"FXYD2","11",117671559,117699413,3.227507367427722e-7,3.227507367427722e-7,4.977081500326052,,1060109,3.2275073674277227e-7
["T2D"],"ZXDB","X",57618444,57623910,3.3392333809556326e-7,3.3392333809556326e-7,4.97048778947953,,235218,3.339233380955633e-7
["T2D"],"CFAP69","7",89874488,89940377,3.344857995527704e-7,3.344857995527704e-7,4.970161490526558,,1001281,3.344857995527703e-7
["T2D"],"FAM46C","1",118148670,118171011,3.3858003084357664e-7,3.3858003084357664e-7,4.967802127754187,,1168101,3.385800308435768e-7
["T2D"],"TMEM106A","17",41363854,41372061,3.4072118278746106e-7,3.4072118278746106e-7,4.96657918263924,,1076960,3.407211827874612e-7
["T2D"],"C15orf57","15",40820882,40857253,3.4227713824960125e-7,3.4227713824960125e-7,4.9656951169394175,,1200706,3.4227713824960103e-7
["T2D"],"TMEM8B","9",35814448,35865515,3.488668854394928e-7,3.488668854394928e-7,4.961993372032649,,959345,3.4886688543949263e-7
["T2D"],"ACOXL","2",111490116,111876125,3.513751835676615e-7,3.513751835676615e-7,4.960602031076411,,1015984,3.513751835676613e-7
["T2D"],"GID4","17",17942722,17971719,3.559959704226413e-7,3.559959704226413e-7,4.95806377296396,,1016272,3.5599597042264107e-7
["T2D"],"BNIPL","1",151008797,151020196,3.563437586960142e-7,3.563437586960142e-7,4.9578740149591685,,850814,3.56343758696014e-7
["T2D"],"EXD2","14",69658215,69710737,3.6622712675985496e-7,3.6622712675985496e-7,4.9525547856079655,,889060,3.662271267598551e-7
["T2D"],"SPATA33","16",89724148,89737680,3.689734755850508e-7,3.689734755850508e-7,4.951101250500528,,1023599,3.6897347558505075e-7
["T2D"],"IFT52","20",42219577,42275939,3.7248148492048155e-7,3.7248148492048155e-7,4.949259683724318,,984582,3.724814849204817e-7
["T2D"],"TMEM79","1",156252726,156262976,3.7324316620363045e-7,3.7324316620363045e-7,4.948862039486384,,1086581,3.732431662036307e-7
["T2D"],"ZBTB38","3",141043055,141168634,3.852324481429597e-7,3.852324481429597e-7,4.942703815841188,,877571,3.8523244814296e-7
["T2D"],"SLX4IP","20",10415953,10617477,3.9056009743644363e-7,3.9056009743644363e-7,4.940026337328143,,1080021,3.905600974364438e-7
["T2D"],"PSMB8","6",32808494,32812456,4.021992949562955e-7,4.021992949562955e-7,4.934297241214413,,898690,4.021992949562957e-7
["T2D"],"MLXIPL","7",73007524,73038873,4.0405744980312624e-7,4.0405744980312624e-7,4.933397424406377,,1067984,4.0405744980312603e-7
["T2D"],"TBX6","16",30097114,30103245,4.0759905447308885e-7,4.0759905447308885e-7,4.931693375489921,,702883,4.075990544730892e-7
["T2D"],"ITCH","20",32951041,33099578,4.0839480248512554e-7,4.0839480248512554e-7,4.931312462520518,,907731,4.083948024851255e-7
["T2D"],"TONSL","8",145654158,145669823,4.1097821812189115e-7,4.1097821812189115e-7,4.930080727978979,,958864,4.1097821812189163e-7
["T2D"],"C10orf55","10",75669727,75682535,4.1377424683918675e-7,4.1377424683918675e-7,4.928755997450424,,894557,4.1377424683918707e-7
["T2D"],"PTPRR","12",71031853,71314518,4.1593735520490817e-7,4.1593735520490817e-7,4.927737039907775,,966103,4.159373552049081e-7
["T2D"],"VTI1A","10",114206756,114578503,4.4015203227036693e-7,4.4015203227036693e-7,4.916666328493055,,976324,4.4015203227036714e-7
["T2D"],"HHIP","4",145567308,145666423,4.405915773402927e-7,4.405915773402927e-7,4.9164708419536325,,990160,4.40591577340293e-7
["T2D"],"RIBC1","X",53449639,53458068,4.414013676523787e-7,4.414013676523787e-7,4.916111180980923,,315669,4.4140136765237864e-7
["T2D"],"IFT80","3",159974774,160117668,4.4596624443311955e-7,4.4596624443311955e-7,4.914095542308336,,830050,4.4596624443311965e-7
["T2D"],"OR9Q1","11",57791353,57949088,4.5293196427527665e-7,4.5293196427527665e-7,4.911057769151335,,1102178,4.529319642752767e-7
["T2D"],"ANKRD11","16",89334038,89556969,4.554246422031591e-7,4.554246422031591e-7,4.9099816229705535,,904335,4.5542464220315936e-7
["T2D"],"PLEKHM2","1",16010815,16061264,4.6217715264950896e-7,4.6217715264950896e-7,4.907094652609829,,1008000,4.6217715264950885e-7
["T2D"],"BCL11A","2",60677655,60781602,4.645502492102825e-7,4.645502492102825e-7,4.906089694307307,,905774,4.6455024921028304e-7
["T2D"],"POGZ","1",151375200,151431970,4.648911062357648e-7,4.648911062357648e-7,4.905945754382978,,1021222,4.648911062357652e-7
["T2D"],"CCR10","17",40830907,40835935,4.838941243615928e-7,4.838941243615928e-7,4.8980775837443415,,1054422,4.83894124361593e-7
["T2D"],"ZNF10","12",133707161,133736051,4.891604141050732e-7,4.891604141050732e-7,4.895949714634627,,1195906,4.891604141050734e-7
["T2D"],"TFAP2D","6",50681239,50740746,4.937410689759158e-7,4.937410689759158e-7,4.894116736804199,,937547,4.93741068975916e-7
["T2D"],"GAD2","10",26505594,26593487,5.085641379945322e-7,5.085641379945322e-7,4.888295407078337,,916817,5.085641379945325e-7
["T2D"],"NAGLU","17",40688259,40696467,5.085973223311053e-7,5.085973223311053e-7,4.888282559047714,,791513,5.085973223311058e-7
["T2D"],"PTGES3","12",57057125,57082192,5.099300535601993e-7,5.099300535601993e-7,4.88776722925181,,832252,5.099300535601998e-7
["T2D"],"FCGRT","19",50010073,50029685,5.107159269910133e-7,5.107159269910133e-7,4.887463961300923,,832180,5.107159269910132e-7
["T2D"],"C10orf67","10",23491625,23633774,5.120150089757886e-7,5.120150089757886e-7,4.886963630136756,,965744,5.120150089757884e-7
["T2D"],"SETD9","5",56205087,56221359,5.17007418902682e-7,5.17007418902682e-7,4.885052146374131,,1231267,5.170074189026817e-7
["T2D"],"LRRC14","8",145743376,145750556,5.203574348121047e-7,5.203574348121047e-7,4.883779434022248,,765338,5.203574348121051e-7
["T2D"],"XBP1","22",29190543,29196585,5.331722471668851e-7,5.331722471668851e-7,4.878982637921213,,995682,5.331722471668854e-7
["T2D"],"OSGIN1","16",83964916,83999937,5.355202047771283e-7,5.355202047771283e-7,4.878115802065367,,1023267,5.355202047771288e-7
["T2D"],"PARP8","5",49961733,50142353,5.452834198552596e-7,5.452834198552596e-7,4.874550141621585,,910991,5.452834198552596e-7
["T2D"],"C6orf48","6",31802385,31807543,5.549238030966872e-7,5.549238030966872e-7,4.871089122567706,,743449,5.54923803096687e-7
["T2D"],"PRUNE","1",150980896,151008189,5.606570989684135e-7,5.606570989684135e-7,4.869058132887183,,922143,5.606570989684134e-7
["T2D"],"BHMT2","5",78365590,78385892,5.629466149845695e-7,5.629466149845695e-7,4.8682526630296605,,1071181,5.629466149845694e-7
["T2D"],"ARMC10","7",102715328,102740206,5.672495487773095e-7,5.672495487773095e-7,4.866747349719295,,762398,5.672495487773099e-7
["T2D"],"PHLPP2","16",71671738,71758604,5.735938162179503e-7,5.735938162179503e-7,4.86454783163714,,1020376,5.735938162179507e-7
["T2D"],"KCNA6","12",4918500,4922484,5.766036379872994e-7,5.766036379872994e-7,4.863512519872986,,1211284,5.766036379872999e-7
["T2D"],"PCBD2","5",134240810,134343649,5.813767129387064e-7,5.813767129387064e-7,4.861881302110066,,753063,5.813767129387068e-7
["T2D"],"DMPK","19",46272967,46285810,5.82055519560354e-7,5.82055519560354e-7,4.861650364468984,,770589,5.820555195603547e-7
["T2D"],"PKD1L3","16",71963441,72034301,5.959856552159219e-7,5.959856552159219e-7,4.856967530092956,,1060527,5.959856552159218e-7
["T2D"],"UNK","17",73780887,73821880,6.065438530070618e-7,6.065438530070618e-7,4.853487861090585,,909843,6.065438530070622e-7
["T2D"],"HSPA1B","6",31795515,31798031,6.132348705877148e-7,6.132348705877148e-7,4.8513127410826815,,678634,6.132348705877154e-7
["T2D"],"ZNF746","7",149169787,149194908,6.23713691962372e-7,6.23713691962372e-7,4.847951736173696,,912094,6.237136919623718e-7
["T2D"],"KCND1","X",48818639,48828251,6.277082686743157e-7,6.277082686743157e-7,4.846684787670334,,328448,6.277082686743163e-7
["T2D"],"RPAP1","15",41809374,41836467,6.312649244113054e-7,6.312649244113054e-7,4.845563243468259,,1037982,6.31264924411305e-7
["T2D"],"HSD17B6","12",57145945,57181574,6.348008230107827e-7,6.348008230107827e-7,4.844454254036206,,793808,6.348008230107826e-7
["T2D"],"AP1G1","16",71762903,71843104,6.557515177913155e-7,6.557515177913155e-7,4.838002786269386,,964904,6.557515177913161e-7
["T2D"],"PRDM5","4",121606074,121844025,6.570735354174761e-7,6.570735354174761e-7,4.837602368243112,,1130424,6.570735354174757e-7
["T2D"],"MRAS","3",138066490,138124376,6.820308140442197e-7,6.820308140442197e-7,4.830185131322206,,980937,6.820308140442196e-7
["T2D"],"HIBCH","2",191054461,191208919,6.848835670486253e-7,6.848835670486253e-7,4.829353986460282,,1142198,6.848835670486251e-7
["T2D"],"ACTA1","1",229566112,229569851,6.922766302008832e-7,6.922766302008832e-7,4.82721542694942,,1040355,6.922766302008829e-7
["T2D"],"GUCY1B3","4",156680144,156728963,7.004882156868553e-7,7.004882156868553e-7,4.824865691824715,,1007657,7.004882156868549e-7
["T2D"],"KIFC1","6",33359600,33377673,7.019825682566814e-7,7.019825682566814e-7,4.82444093537959,,812045,7.019825682566811e-7
["T2D"],"ATP5SL","19",41937223,41946622,7.081183448136015e-7,7.081183448136015e-7,4.822705961709517,,899788,7.081183448136018e-7
["T2D"],"KSR2","12",117890817,118406795,7.381965492499657e-7,7.381965492499657e-7,4.814404739004654,,1084845,7.381965492499665e-7
["T2D"],"PLXND1","3",129274057,129325519,7.397882416556755e-7,7.397882416556755e-7,4.813974564074622,,1055701,7.397882416556758e-7
["T2D"],"TRIM59","3",160150233,160203561,7.786603926074787e-7,7.786603926074787e-7,4.803736073948361,,918724,7.786603926074791e-7
["T2D"],"NBR1","17",41322498,41363708,7.933455118970366e-7,7.933455118970366e-7,4.7999956176652,,1080613,7.933455118970369e-7
["T2D"],"KIF24","9",34252378,34329266,8.041169800087499e-7,8.041169800087499e-7,4.797294087650192,,1038973,8.041169800087501e-7
["T2D"],"THBS3","1",155165379,155178842,8.195384613336161e-7,8.195384613336161e-7,4.793486257287359,,915300,8.195384613336171e-7
["T2D"],"DMRT2","9",1049858,1057552,8.230106234191311e-7,8.230106234191311e-7,4.792638424545995,,1132278,8.230106234191315e-7
["T2D"],"NDST3","4",118954773,119179789,8.34955383350359e-7,8.34955383350359e-7,4.789747782348132,,1050261,8.349553833503594e-7
["T2D"],"SMG5","1",156219015,156252616,8.402003393333263e-7,8.402003393333263e-7,4.788491036474644,,1132884,8.402003393333272e-7
["T2D"],"ARHGEF33","2",39117016,39202595,8.54781389765268e-7,8.54781389765268e-7,4.785036482018957,,848594,8.54781389765268e-7
["T2D"],"XKR6","8",10753555,11059342,8.553068360312456e-7,8.553068360312456e-7,4.784913052825943,,879635,8.55306836031246e-7
["T2D"],"COMMD4","15",75628361,75635565,8.596703802101369e-7,8.596703802101369e-7,4.783890847227592,,761929,8.596703802101378e-7
["T2D"],"FKBPL","6",32096484,32098065,8.641587135440081e-7,8.641587135440081e-7,4.7828445977961795,,1171350,8.64158713544008e-7
["T2D"],"RPS13","11",17095935,17099262,8.705566629966171e-7,8.705566629966171e-7,4.781362201383437,,1085787,8.705566629966172e-7
["T2D"],"TP53BP1","15",43695259,43802926,8.81980025832097e-7,8.81980025832097e-7,4.778741270247495,,1048013,8.819800258320975e-7
["T2D"],"GTF3A","13",27998756,28009960,8.821529521646201e-7,8.821529521646201e-7,4.7787018459024955,,1166630,8.821529521646196e-7
["T2D"],"CHEK2","22",29083731,29138410,8.872882526904672e-7,8.872882526904672e-7,4.777534454567708,,1018580,8.872882526904674e-7
["T2D"],"ATP8B2","1",154298001,154323780,8.959988878549612e-7,8.959988878549612e-7,4.775569060982219,,1134295,8.959988878549617e-7
["T2D"],"ITGA3","17",48133332,48167845,9.008293545399827e-7,9.008293545399827e-7,4.774487055253647,,918019,9.00829354539983e-7
["T2D"],"FGFR3","4",1795020,1810599,9.044234093257642e-7,9.044234093257642e-7,4.7736856122447415,,702184,9.044234093257642e-7
["T2D"],"TRAIP","3",49866034,49894007,9.053350242531187e-7,9.053350242531187e-7,4.7734828166121055,,1028303,9.05335024253119e-7
["T2D"],"ACVR1C","2",158383279,158485376,9.213085120265138e-7,9.213085120265138e-7,4.7699608774000986,,846007,9.213085120265145e-7
["T2D"],"BRCA1","17",41196312,41322262,9.457030794499557e-7,9.457030794499557e-7,4.764693838165248,,1083145,9.457030794499559e-7
["T2D"],"SF3B2","11",65818200,65836779,9.724634176909936e-7,9.724634176909936e-7,4.759064083611353,,1061813,9.724634176909931e-7
["T2D"],"PDE3B","11",14665350,14893590,9.738252608863559e-7,9.738252608863559e-7,4.7587815788197565,,939649,9.738252608863559e-7
["T2D"],"FBXL22","15",63889552,63894627,9.872222019591954e-7,9.872222019591954e-7,4.756022533617309,,890276,9.87222201959195e-7
